ID,Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases,summarize
1365,Anxiety,a Credit & Collections,,Depression/Anxiety Talk,7 months,"My anxiety is unmanagable, especially socially. While I work from home mostly, my position is hybrid and my company requires we go into office, they say quarterly, but it's more like once a month. Mandatory. My supervisor thinks team building is super important, though in reality we don't work as a team. So, there are aspects of my job that cause great pain due to my anxiety. Has anyone gotten intermittent FMLA for this? I'm talking to my Dr. about it, but I'm just curious what to expect.",13,3,0,2024-09-17 20:01:20,https://www.fishbowlapp.com/post/my-anxiety-unmanagable-especially-socially-while-i-work-from-home-mostly-my-position-is-hybrid-and-my-company-requires,803,No hashtags found,Anxiety,No.,Anxiety and FMLA,Yes.,No.,No.,Yes.,No.,No.,Yes.,The main topic is managing anxiety in the workplace and the possibility of using intermittent FMLA for it.
1366,Anxiety,an Associate Director,,Staying Healthy,7 months,Anyone use propranolol for public speaking anxiety? Care to share your experiences?,5,7,2,2024-09-17 20:01:44,https://www.fishbowlapp.com/post/anyone-use-propranolol-for-public-speaking-anxiety-care-to-share-your-experiences,804,No hashtags found,Anxiety,No.,Propranolol for,Yes.,No.,No.,Yes.,No.,No.,Yes.,The key topic is the use of propranolol for public speaking anxiety and personal experiences with it.
1367,Anxiety,a Senior Tax Auditor,,Tax Bowl,a year,"What would be my career trajectory? I’m a CPA and I worked for my states sales and use tax department for 5 years as a senior sales tax auditor. I recently joined the IRS as a Revenue Agent. Say I do 5 years as a revenue agent, where could I go next? I’m only 31. The thought of doing something for 30 years gives me existential anxiety.",2,6,0,2024-09-17 20:01:57,https://www.fishbowlapp.com/post/what-would-be-my-career-trajectory-im-a-cpa-and-i-worked-for-my-states-sales-and-use-tax-department-for-5-years-as-a-senior-sales,805,No hashtags found,Anxiety,No.,Career trajectory options.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is the career trajectory of a CPA who worked as a senior sales tax auditor for the state and recently joined the IRS as a Revenue Agent, and is considering their future options after 5 years in this role."
1368,Anxiety,a Director of Diversity Equity and Inclusion,,Depression/Anxiety Talk,10 months,"Trigger warning and very long post in comments.

Hoping to get some guidance and support from others who with anxiety and panic disorder My thoughts are clouded, and the emotional toll is becoming unbearable.

Any guidance or support you can offer would be immensely appreciated. Thank you for being a source of understanding and compassion.",4,6,1,2024-09-17 20:02:26,https://www.fishbowlapp.com/post/trigger-warning-hoping-to-get-some-guidance-and-support-from-others-who-with-anxiety-and-panic-disorder-my-thoughts-are,806,No hashtags found,Anxiety,No.,Anxiety and Panic Disorder,No.,No.,No.,No.,No.,No.,No.,The main topic is seeking guidance and support for anxiety and panic disorder.
1369,Anxiety,a Scientist 1,,Science & Research,6 months,I’m scared of layoffs - know so many people who have been laid off at different companies and the layoffs aren’t ending anytime soon. How do you stay sane with this anxiety?,1,10,0,2024-09-17 20:02:39,https://www.fishbowlapp.com/post/im-scared-of-layoffs-know-so-many-people-who-have-been-laid-off-at-different-companies-and-the-layoffs-arent-ending-anytime,807,No hashtags found,Anxiety,No.,"Job insecurity. 

Keyword",Yes.,No.,No.,No.,No.,No.,No.,The main topic is job insecurity and anxiety related to layoffs.
1370,Anxiety,a Senior Associate,,Depression/Anxiety Talk,2 months,"Has anyone had success getting short term disability for a stress or anxiety related leave of absence? I really need some extended time off but can't afford to take just FMLA with no pay. I'm taking meds and doing therapy but the physical symptoms of stress feel like I'm having a heart attack every day. A cardiologist said it's not heart related, just stress. My doc gave me muscles relaxers and a referral to a chiropractor, so I have medical records to make a case. Just don't know where to start",3,4,2,2024-09-17 20:03:03,https://www.fishbowlapp.com/post/has-anyone-had-success-getting-short-term-disability-for-a-stress-or-anxiety-related-leave-of-absence-i-really-need-some,808,No hashtags found,Anxiety,No.,Short term disability.,Yes.,No.,No.,Yes.,No.,No.,No.,The key topic is obtaining short term disability for stress or anxiety related leave of absence.
1371,Anxiety,a Director of Consulting Services 1,,Parents at Work,a year,"Anyone who has become super irritable and super annoyed and anxious after pregnancy? My son is about 4 now and I get panic/ anxiety attacks. Too much work both in office at home had got me badly, now i feel i have lost the energy to do anything ( office and work). There is always too much work. I am unable to undertake politics in office and lash out badly there. Went through depression last year as well. Thought it would be better if he grows up, it’s getting worse.",1,5,0,2024-09-17 20:03:16,https://www.fishbowlapp.com/post/anyone-who-has-become-super-irritable-and-super-annoyed-and-anxious-after-pregnancy-my-son-is-about-4-now-and-i-get-panic,809,No hashtags found,Anxiety,No.,Postpartum anxiety/de,No.,No.,Yes.,No.,No.,Yes.,Yes.,"The main topic is the mental health challenges faced by a mother after pregnancy, including anxiety, panic attacks, irritability, and depression."
1372,Anxiety,a Senior Associate 1,,"Washington, DC",4 months,How is layoff anxiety right now in this area?,3,9,0,2024-09-17 20:03:39,https://www.fishbowlapp.com/post/how-is-layoff-anxiety-right-now-in-this-area,810,No hashtags found,Anxiety,No.,Layoff anxiety in,Yes.,No.,No.,No.,No.,No.,No.,The key topic is layoff anxiety in the specified area.
1373,Anxiety,a Marketing Coordinator,,Digital Marketing,5 months,"I have been having the worst cases of ""Sunday Scaries"" ever. It's starting to ruin my entire weekend. How do you all cope with work-related anxiety outside of work?",6,2,0,2024-09-17 20:09:02,https://www.fishbowlapp.com/post/i-have-been-having-the-worst-cases-of-sunday-scaries-ever-its-starting-to-ruin-my-entire-weekend-how-do-you-all-cope-with-work,811,No hashtags found,Anxiety,No.,Work-related anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is work-related anxiety outside of work and coping mechanisms.
1374,Anxiety,a Chief Product Officer,,The Worklife Bowl,a year,"Great article on managing anxiety.

https://www.sciencefocus.com/the-human-body/anxiety-treatments",15,0,4,2024-09-17 20:09:25,https://www.fishbowlapp.com/post/great-article-on-managing-anxiety,812,No hashtags found,Anxiety,Yes.,"Managing anxiety. 

Keyword",No.,No.,No.,No.,No.,No.,Yes.,The key topic is managing anxiety and anxiety treatments.
1375,Anxiety,a Product Manager,,Confession,6 months,"If you are doing just alright, trying to figure things out career-wise, know it is hard.

I have a feeling this is a very common sentiment amongst a LOT of people right now.

Dunno if it makes it better or worse to know the water is warm because a lot of people are in the pool, pissing themselves with existential anxiety.",15,4,0,2024-09-17 20:09:37,https://www.fishbowlapp.com/post/if-you-are-doing-just-alright-trying-to-figure-things-out-career-wise-know-it-is-hard-i-have-a-feeling-this-is-a-very-common-sentiment,813,No hashtags found,Anxiety,No.,Career uncertainty.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the difficulty of figuring out one's career path and the commonality of this struggle among many people.
1376,Anxiety,a Senior Consultant 1,,The Worklife Bowl,3 months,"Has anyone used the LYRA therapy for relationship issues (insecure attachments)? Not in an actual relationship, but addressing the negative mindsets and feelings that prevent getting into and maintaining a relationship in the early stages (shutting down, fears, debilitating anxiety, etc.)? Can you share your experience if so?",3,2,0,2024-09-17 20:10:01,https://www.fishbowlapp.com/post/has-anyone-used-the-lyra-therapy-for-relationship-issues-insecure-attachments-not-in-an-actual-relationship-but-addressing-the,814,No hashtags found,Anxiety,No.,"LYRA therapy, relationship",No.,No.,No.,No.,No.,No.,No.,The key topic is the use of LYRA therapy for addressing negative mindsets and feelings related to insecure attachments that prevent getting into and maintaining a relationship in the early stages.
1377,Anxiety,a Senior Lead Engineer,,Chicago,a month,Any good therapist recommendations in downtown? Dealing with a lot of depression and anxiety. Or how to find one?,1,3,1,2024-09-17 20:10:23,https://www.fishbowlapp.com/post/any-good-therapist-recommendations-in-downtown-dealing-with-a-lot-of-depression-and-anxiety-or-how-to-find-one,815,No hashtags found,Depression,No.,Finding a therapist.,No.,No.,No.,No.,No.,No.,No.,The key topic is seeking recommendations for a therapist in downtown to address depression and anxiety.
1378,Anxiety,a Freelance,,Advertising,10 months,"how to network when you have severe social anxiety


(wait this isn’t google… but fr help)",3,6,0,2024-09-17 20:10:35,https://www.fishbowlapp.com/post/how-to-network-when-you-have-severe-social-anxiety-wait-this-isnt-google-but-fr-help,816,No hashtags found,Anxiety,No.,Networking with social anxiety.,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is ""networking with social anxiety."""
1379,Anxiety,an Engagement Manager 1,,Consulting,10 months,"Does/has anyone gotten anxiety/stress rashes (red blotches, looks like hives) on their chest and neck when in difficult, awkward, intimate, or uncomfortable situations with co workers especially those senior to you and/or whom you do not know well? Any insight on this and what can be done to prevent, manage, or treat it?",4,6,0,2024-09-17 20:10:57,https://www.fishbowlapp.com/post/doeshas-anyone-gotten-anxietystress-rashes-red-blotches-looks-like-hives-on-their-chest-and-neck-when-in-difficult-awkward,817,No hashtags found,Anxiety,No.,Anxiety-induced skin reactions,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is experiencing anxiety/stress rashes in uncomfortable situations with co-workers and seeking insight on prevention, management, or treatment."
1380,Anxiety,a Registered Nurse,,Healthcare,9 months,I'm considering a transition out of clinical work due to general burnout and anxiety. I feel disappointed in myself that it's come to this - can anyone else relate or provide words of wisdom?,2,4,0,2024-09-17 20:12:54,https://www.fishbowlapp.com/post/im-considering-a-transition-out-of-clinical-work-due-to-general-burnout-and-anxiety-i-feel-disappointed-in-myself-that,818,No hashtags found,Anxiety,No.,Career transition due to burn,Yes.,No.,No.,No.,No.,No.,No.,The key topic is burnout and anxiety in clinical work and considering a transition out of it.
1381,Anxiety,a Claims Representative,,Insurance,7 months,Reviewing claims on a daily basis has taken a toll on my mental health. Curious to know if anyone else has experienced intensified anxiety since starting insurance?,2,5,0,2024-09-17 20:25:44,https://www.fishbowlapp.com/post/reviewing-claims-on-a-daily-basis-has-taken-a-toll-on-my-mental-health-curious-to-know-if-anyone-else-has-experienced,819,No hashtags found,Anxiety,No.,Insurance-related anxiety.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is the negative impact of reviewing insurance claims on mental health, specifically increased anxiety."
1382,Anxiety,a Project Manager,,Confession,7 months,"I get so overwhelmed when I come to the office and is crowded, my anxiety levels increased for the rest of the week. Ofc management continues puttting pressure on everyone to return to the office😖😖",6,5,0,2024-09-17 20:26:07,https://www.fishbowlapp.com/post/i-get-so-overwhelmed-when-i-come-to-the-office-and-is-crowded-my-anxiety-levels-increase-for-the-rest-of-the-week-ofc,820,No hashtags found,Anxiety,No.,Office Crowding and Anxiety,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the negative impact of crowded office spaces on mental health and anxiety levels.
