Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases
Anxiety,a Consultant,,The Worklife Bowl,a year,"Anyone have any advice for dealing with intense relationship anxiety? For example worrying about the past, if your SO is truly the one, etc. Feel like stress at work makes it way worse too.",1.0,4.0,,2024-09-17 16:35:48,https://www.fishbowlapp.com/post/anyone-have-any-advice-for-dealing-with-intense-relationship-anxiety-for-example-worrying-about-the-past-if-your-so-is,1162.0,No hashtags found,Anxiety,No.,"Relationship anxiety. 

Keyword",No.,No.,No.,No.,No.,No.,No
Anxiety,a SR. TPM,,Depression/Anxiety Talk,19d,"Do you ever feel massive anxiety after an interview? Lately, I feel like I have to force myself to smile, not sound scripted, and try to answer what they wanted to hear - business as usual, but this all feels wrong and unnatural. I used to crush interviews but now I feel awkward and like I am trying to fit a square peg in a round hole. It is really adding stress on top of my stress :)",3.0,2.0,,2024-09-17 16:36:16,https://www.fishbowlapp.com/post/do-you-ever-feel-massive-anxiety-after-an-interview-lately-i-feel-like-i-have-to-force-myself-to-smile-not-sound-scripted-and,1163.0,No hashtags found,Anxiety,No.,Interview anxiety.,Yes.,No.,No.,No,No.,No.,No
Anxiety,a Customer Service Agent,,Depression/Anxiety Talk,a year,"I was offered a management position but struggling with anxiety and imposter syndrome just thinking about the interview. I no longer remember what programs we used before, I still have all my textbooks from school and when it comes to training, I learn fast and adapt to any environment I am thrown in. At least that was before. Now I do not know how I will be since it’s been 7 years since I last worked due to my health. Has anyone dealt with this before and how did you cope?",1.0,2.0,,2024-09-17 16:36:38,https://www.fishbowlapp.com/post/i-was-offered-a-management-position-but-struggling-with-anxiety-and-imposter-syndrome-just-thinking-about-the-interview-i-no,1164.0,No hashtags found,Anxiety,No.,Coping with anxiety.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Senior Recruiter,,Leadership,5 months,"Dear Companies,

Let's humanize the hiring process. Rejection is far better, and much more humane, than silence. Candidates spend hours crafting the perfect resume, rehearsing and preparing for the interview, and then waiting with anxiety and hope that they may get the job.

A simple act of receiving a rejection email can save your candidates' feelings of agony and uncertainty. It's time to set the highest standard possible for how you engage with your candidates and ground it in respect",5.0,1.0,,2024-09-17 16:37:02,https://www.fishbowlapp.com/post/dear-companies-lets-humanize-the-hiring-process-rejection-is-far-better-and-much-more-humane-than-silence-candidates,1165.0,No hashtags found,Anxiety,No.,Humanizing the hiring process,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,an IT Apprentice,,Finance,a month,"Since joining as an apprentice I have become well-respected in my dept and the bank. However, after being reassigned to a new manager, I've faced extreme stress and anxiety due to manipulation, gaslighting, and unethical demands. My colleagues have supported me, but I'm unsure how to proceed. I've been denied growth opportunities and worry about leaving after just a year, especially since my manager is close friends with our executive. Should I stay and make this work, or is it time to leave?",4.0,1.0,,2024-09-17 16:37:26,https://www.fishbowlapp.com/post/since-joining-as-an-apprentice-i-have-become-well-respected-in-my-dept-and-the-bank-however-after-being-reassigned-to-a,1166.0,No hashtags found,Anxiety,No.,Workplace harassment.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Human Resources Director 1,,Depression/Anxiety Talk,a year,"I am having such a hard time with my ADHD and anxiety.
I'm not even 40 and leaving the work force and becoming social security dependent makes me so terrified. I don't want to do and I can't afford to. know. All my knowledge goes out the window when I get put in in an environment where it's impossible to focus. Has anyone been able to be successful or is it just me? I feel lost and hopeless",2.0,3.0,,2024-09-17 16:37:49,https://www.fishbowlapp.com/post/i-am-having-such-a-hard-time-with-my-adhd-and-anxiety-im-not-even-40-and-leaving-the-work-force-and-becoming-social-security,1167.0,No hashtags found,ADHD,No.,ADHD and anxiety.,No.,No.,No.,Yes.,No.,No.,No
Anxiety,a Recruiter,,Depression/Anxiety Talk,a year,Anyone on Intermittent FMLA for depression and anxiety? Tell me the details of how it’s working for you.,5.0,0.0,,2024-09-17 16:38:17,https://www.fishbowlapp.com/post/anyone-on-intermittent-fmla-for-depression-and-anxiety-tell-me-the-details-of-how-its-working-for-you,1168.0,No hashtags found,Depression,No.,Intermittent FMLA,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,an Auditor,,We're Pregnant!,3 months,"My ob gyn said that she thinks that I will go into labor within the next week. I know she can’t be completely sure. Sometimes people feel off before labor. For the last two days I have felt really sedated. It’s completely not normal for me. I have no stress or anxiety. I just don’t care. I feel groggy and really down but not depressed or sad, just almost a sedated relaxed feeling. Anyone experience anything this prelabor before?",1.0,2.0,,2024-09-17 16:38:40,https://www.fishbowlapp.com/post/my-ob-gyn-said-that-she-thinks-that-i-will-go-into-labor-within-the-next-week-i-know-she-cant-be-completely-sure-sometimes-people,1169.0,No hashtags found,Unknown,No.,Pre-labor symptoms.,No.,No.,No.,No.,No.,No.,No.
Anxiety,,,Depression/Anxiety Talk,8 months,"Didn’t realize how badly my family business was exploiting me, and am in a really bad place now, both financially and emotionally. I have ADHD, anxiety, and depression, and I feel like it’s all crashing down on me. Literally out of money, and too terrified to ask for help, because I usually just get blamed for not being able to fix it myself. Any encouragement to keep going would be appreciated, it’s been a really bad week.",1.0,2.0,,2024-09-17 16:39:02,https://www.fishbowlapp.com/post/didnt-realize-how-badly-my-family-business-was-exploiting-me-and-am-in-a-really-bad-place-now-both-financially-and-emotionally-i,1170.0,No hashtags found,ADHD,No.,Family business exploitation.,No.,No.,No.,No.,No.,No.,No
Anxiety,,,Healthcare,a year,"Somewhere between then and now, pre-shift anxiety became pre-shift self-care, and nursing became fun again💗",5.0,0.0,,2024-09-17 16:39:36,https://www.fishbowlapp.com/post/somewhere-between-then-and-now-pre-shift-anxiety-became-pre-shift-self-care-and-nursing-became-fun-again,1171.0,No hashtags found,Anxiety,No.,Nursing and self,Yes.,No.,No.,No.,No.,No.,No
Anxiety,a Billing Specialist,,Depression/Anxiety Talk,2 months,"I font know what to do. I have generalised anxiety disorder as well
As depression from Diabetes. I go back to work tomorrow after holidays. I have never had this reaction but i get dreadful anxiety and depression judt thinking of going back to what i call thehell hole",1.0,0.0,2.0,2024-09-17 16:40:10,https://www.fishbowlapp.com/post/i-font-know-what-to-do-i-have-generalised-anxiety-disorder-as-wellas-depression-from-diabetes-i-go-back-to-work-tomorrow-after,1172.0,No hashtags found,Anxiety,No.,Anxiety and depression at,Yes.,Yes.,No.,Yes.,No.,No.,No.
Anxiety,an Account Manager,,Depression/Anxiety Talk,3 months,"As I read so many posts of Depression and Anxiety, I really like to share you ,few year back I was facing the same hard core Depression ans Anxiety in my life, where I didn't know, how I will Overcome from it, but then I get the details about the Vipassna mediation center, it's 10 days practice course, which is totally free, but most challenging part is you have to stay there for ten days, with cutoff all the connection with outside,you will live only with you, this technique is most ancient",,1.0,1.0,2024-09-17 16:40:23,https://www.fishbowlapp.com/post/as-i-read-so-many-posts-of-depression-and-anxiety-i-really-like-to-share-you-few-year-back-i-was-facing-the-same-hard-core-depression,1173.0,No hashtags found,Depression,No.,Overcoming Depression and Anxiety,No.,No.,No.,No,No.,No.,Yes.
Anxiety,an ACD Copywriter 1,,Depression/Anxiety Talk,5 months,"Ive dealt with anxiety and major depression and bipolar issues for the last ten years. I just turned 30 and it's kept me from keeping a full time job, so Ive hoped jobs a lot the last 6 years. I've only been in Columbus for 5 years the only family or person I know is my grandmother. I haven't worked in maybe a Year now but I'm finally ready too, I've had a lot of help to do it. But now I can't find a job and making all the work I have done useless. I just want to work please any help or advice.",3.0,1.0,,2024-09-17 16:40:46,https://www.fishbowlapp.com/post/ive-dealt-with-anxiety-and-major-depression-and-bipolar-issues-for-the-last-ten-years-i-just-turned-30-and-its-kept-me-from,1174.0,No hashtags found,Unknown,No.,Job search with mental health,No.,No.,No.,No.,Yes.,No.,Yes.
Anxiety,an Investment Banking Associate 1,,Finance,8 months,"CFA LEVEL 1 with just the CFA institute resources? Currently working in retail banking and investing, bachelors in Economics - i do have a finance background but all these online courses etc are giving me anxiety.
Writing exam in aug 2024 - any tips for scheduling? I cannot allocate a lot of time on weekdays, but can do 3-4/week and longer hours on weekends. Please help 🆘",1.0,1.0,,2024-09-17 16:41:08,https://www.fishbowlapp.com/post/cfa-level-1-with-just-the-cfa-institute-resources-currently-working-in-retail-banking-and-investing-bachelors-in-economics-i-do,1175.0,No hashtags found,Anxiety,No.,CFA Level 1,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Licensed Mental Health Therapist,,Healthcare,9 months,"Mental Health Therapist specializing in PTSD, BiPolar, Anxiety, Depression, and more to assist in the healing and minimizing of different aspects of mental health to maximize the growth for positive and productive outcomes.",6.0,0.0,,2024-09-17 16:41:31,https://www.fishbowlapp.com/post/mental-health-therapist-specializing-in-ptsd-bipolar-anxiety-depression-and-more-to-assist-in-the-healing-and-minimizing-of-different,1176.0,No hashtags found,PTSD,Yes.,Mental Health Therapy.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,,,Chicago Consulting,9 months,"Who’s loves their therapist & highly recos? This is for my daughter: 23, prof employed, suffers from anxiety (on anti anxiety med, but seeking CBT to support). TYIA",1.0,1.0,,2024-09-17 16:41:54,https://www.fishbowlapp.com/post/whos-loves-their-therapist-highly-recos-this-is-for-my-daughter-23-prof-employed-suffers-from-anxiety-on-anti-anxiety-med,1177.0,No hashtags found,Anxiety,No.,Recommendation for Therapist,No.,No.,No.,Yes.,No.,No.,Yes.
Anxiety,an Investigative Underwriting Analyst and Compliance,,Job Referrals!,a month,Hundreds of applications. Over qualified or not yet director level. Companies with multiple interviews and month long processes just to be told the day you're expecting the offer that there were organizational changes that prevent them from hiring. None of these companies have any respect for your time or emotional investment that comes with the stress and anxiety of being laid off and desperate for work. It's so defeating.,11.0,0.0,,2024-09-17 16:42:28,https://www.fishbowlapp.com/post/hundreds-of-applications-over-qualified-or-not-yet-director-level-companies-with-multiple-interviews-and-month-long,1178.0,No hashtags found,Anxiety,No.,Job search frustration.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Manager Advisory Services,,ADHD Professionals,a month,"How do you guys handle micromanaging bosses? My team had a shared mailbox. I check it ~3x day. We have a 3 day SLA for eesponding to items in the mailbox. My boss checks the box like they're obsessed with it and then starts IMing and emailing me and colleagues at random points during the day and after business hours. It's distracting and dysregulating when I'm heads down and creates anxiety that i need to be working after hours. Not a new job, but working with this leader is new to me. Thoughts?",1.0,1.0,,2024-09-17 16:42:53,https://www.fishbowlapp.com/post/how-do-you-guys-handle-micromanaging-bosses-my-team-had-a-shared-mailbox-i-check-it-3x-day-we-have-a-3-day-sla-for-eesponding,1179.0,No hashtags found,Anxiety,No,Micromanaging bosses.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,,,Career Advice for Students,5 months,"Hi,

I recently graduated nursing school in October 2023 and began working as an RN at an RWJ facility. I’m working night shift since that’s all that was available. Since working nights my anxiety is through the roof, I can’t sleep after working a full 13 hour night, and physically feel ill. I’ve talked to my managers and they refuse to switch my shift or allow me to transfer to a different unit since I haven’t been there a full year. If I quit I will be put on the do not rehire list..",4.0,1.0,,2024-09-17 16:43:16,https://www.fishbowlapp.com/post/hi-i-recently-graduated-nursing-school-in-october-2023-and-began-working-as-an-rn-at-an-rwj-facility-im-working-night-shift,1180.0,No hashtags found,Anxiety,No.,Night shift anxiety.,Yes.,No.,No.,No,No.,No.,No.
