Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,a Solutions Architect 1,8 months,How have you used GPT builder to help?,1,2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,27.0
,Autism,Other,a Talent Acquisition Specialist 1,8 months,"Don’t be shy, pls share for your neurospicy fishies 🐠",2,2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,28.0
,Autism,Other,a Marketing Manager 1,8 months,I am crying and begging and pleading 💳💳💳💳- please help a fellow easily-distracted girl out and share some tips.,4,2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,29.0
,Autism,Other,a Talent Acquisition Specialist 1,8 months,Saw the CCs and immediately thought of all the tap tap tapping lmaooo,"3
reactions",2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,2.0,31.0,30.0
,Autism,Other,a Talent Acquisition Specialist 1,8 months,Saw the CCs and immediately thought of all the tap tap tapping lmaooo,3,2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,31.0
,Autism,Other,an Account Manager 1,8 months,Please share your prompts !,,2024-09-19 21:33:11,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,32.0
,Autism,Other,an Attorney 1,8 months,Are you in a role where where you can safely share work product with CHATGPT?,,2024-09-19 21:33:12,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,33.0
,Autism,Other,Arias Consulting 1,8 months,👀,,2024-09-19 21:33:12,https://www.fishbowlapp.com/post/chat-gpt-4-0-gpt-builder-are-wild-suddenly-my-add-and-autism-are-not-a-hindrance-in-my-work-anymore-instead-ai-easily-keeps-up,1.0,31.0,34.0
,Autism,Other,KPMG 1,8 months,"I’ll be honest to a fault so shame on me - when on the road, masturbation coupled with Unisom sleep tabs (OTC sleep meds if by “medication” you’re referring to prescriptions) seem to do the trick.",,2024-09-19 21:33:35,https://www.fishbowlapp.com/post/i-travel-with-work-a-lot-and-have-managed-to-adhd-autism-myself-into-a-good-routine-to-prepare-not-forget-things-essentially-buying,1.0,32.0,35.0
,Autism,Other,Deloitte 1,8 months,"Um I do not relax without medication or alcohol bc yes exactly if I’m too into the topic in my head, I can’t make it go away… also adhd/autism - I’m a fan of the auDHD moniker.",1,2024-09-19 21:33:35,https://www.fishbowlapp.com/post/i-travel-with-work-a-lot-and-have-managed-to-adhd-autism-myself-into-a-good-routine-to-prepare-not-forget-things-essentially-buying,1.0,32.0,36.0
,Autism,Other,Deloitte 2,8 months,"I've had that issue several times. Might end up unable to sleep the night before. My (adhd) self way of dealing with it, besides meds, is to

1) give up on trying to do morning flights, I never function well getting to the airport early in the morning especially if I haven't had enough sleep

2) herbal tea with valerian root before bed

3) if I'm particularly anxious, I'll do an exercise where I mentally imagine every single step of the journey from when I get out of bed to when I board the plane. It's allegedly supposed to make you feel more comfortable the next day when you go and do the things you visualized.",2,2024-09-19 21:33:36,https://www.fishbowlapp.com/post/i-travel-with-work-a-lot-and-have-managed-to-adhd-autism-myself-into-a-good-routine-to-prepare-not-forget-things-essentially-buying,1.0,32.0,37.0
,Autism,Other,Boston Consulting Group 1,7 months,I have found listening to interesting podcasts and audio books the best method to quiet my mind. They have to be interesting enough for me to actually listen but it has been a game changer in getting to sleep and not waking up for long periods in the night.,1,2024-09-19 21:33:36,https://www.fishbowlapp.com/post/i-travel-with-work-a-lot-and-have-managed-to-adhd-autism-myself-into-a-good-routine-to-prepare-not-forget-things-essentially-buying,1.0,32.0,38.0
,Autism,Other,Authora Senior Manager,7 months,Thank you everyone!,,2024-09-19 21:33:36,https://www.fishbowlapp.com/post/i-travel-with-work-a-lot-and-have-managed-to-adhd-autism-myself-into-a-good-routine-to-prepare-not-forget-things-essentially-buying,1.0,32.0,39.0
,Autism,Other,a Chief Executive Officer 1,7 months,"Guided meditation podcasts are my go to. Via podcast or YouTube.

There are also podcasts specifically for sleep, one is called “sleep with me”, where a guy just rambles about nothing for hours. I heard about one where someone reads an ikea product catalog, and there are some dry bedtime stories.

If that doesn’t work, get out of bed, have a glass of milk or water and read a book in another room. This might help shift the mind - if not quiet it.

Last resort, just get up and get ready to go. If you’re ready early, get a nap in last minute. And avoid caffeine so you can also try to nap in flight.

Being frustrated or stressed about not sleeping the surefire way not to get sleep. Know that one night of lost sleep isn’t going to ruin your day. You’ll catch up.",,2024-09-19 21:33:36,https://www.fishbowlapp.com/post/i-travel-with-work-a-lot-and-have-managed-to-adhd-autism-myself-into-a-good-routine-to-prepare-not-forget-things-essentially-buying,1.0,32.0,40.0
,Autism,Other,Authora Paraprofessional,a year,Congratulations! Good to hear this,1,2024-09-19 21:33:59,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,41.0
,Autism,Author,Authora Paraprofessional,a year,Thank you,,2024-09-19 21:34:00,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,2.0,33.0,42.0
,Autism,Author,Authora Paraprofessional,a year,Thank you,,2024-09-19 21:34:00,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,43.0
,Autism,Author,Authora Paraprofessional,a year,"Yay!!! 😇🤗
That's awesome news. CongratulationsThanks for sharing!",1,2024-09-19 21:34:00,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,44.0
,Autism,Author,Authora Paraprofessional,a year,Thank you and it really is!,"1
reactions",2024-09-19 21:34:00,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,2.0,33.0,45.0
,Autism,Author,Authora Paraprofessional,a year,Thank you and it really is!,1,2024-09-19 21:34:00,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,46.0
,Autism,Author,a Customer Service Representative 1,a year,That's great news! Thanks for sharing an accomodation glimmer. ✨,2,2024-09-19 21:34:00,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,47.0
,Autism,Author,Authora Paraprofessional,a year,Of course! And thank you 😊,"1
reactions",2024-09-19 21:34:01,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,2.0,33.0,48.0
,Autism,Author,Authora Paraprofessional,a year,Of course! And thank you 😊,1,2024-09-19 21:34:01,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,49.0
,Autism,Author,a Creator 1,a year,Congrats! I've never heard of a CPI test. I didn't really think there *were* accommodations for adhd sufferers. I've got to do some reading,2,2024-09-19 21:34:01,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,50.0
,Autism,Author,Authora Paraprofessional,a year,"Yeah it is a crisis intervention training that consists of behavioral management strategies for students. Also, all it took me to get more time for this was self advocacy & being supported & protected under the Americans with Disabilities Act & the Para Professionals Union.","1
reactions",2024-09-19 21:34:01,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,2.0,33.0,51.0
,Autism,Author,Authora Paraprofessional,a year,"Yeah it is a crisis intervention training that consists of behavioral management strategies for students. Also, all it took me to get more time for this was self advocacy & being supported & protected under the Americans with Disabilities Act & the Para Professionals Union.",1,2024-09-19 21:34:01,https://www.fishbowlapp.com/post/because-of-my-challenges-with-fine-motor-skills-and-time-reaction-due-to-attention-deficit-disorder-and-autism-my-employer,1.0,33.0,52.0
,Autism,Other,an Associate Consultant 1,2 months,Apply to ICF inc,3,2024-09-19 21:34:14,https://www.fishbowlapp.com/post/hello-everyone-i-wanted-to-share-that-i-recently-took-a-six-month-leave-to-arrange-appropriate-therapy-and-support-for-my,1.0,34.0,53.0
,Autism,Other,a Managing Consultant 1,2 months,"Praying for you … this is not an easy journey and I hope you find a truce that supports you and your family needs.

I have a son with MS and I had to restructure my work. I find my own gigs.",5,2024-09-19 21:34:14,https://www.fishbowlapp.com/post/hello-everyone-i-wanted-to-share-that-i-recently-took-a-six-month-leave-to-arrange-appropriate-therapy-and-support-for-my,1.0,34.0,54.0
,Autism,Other,a Senior Associate 1,2 months,Wishing you all the best as you manage all this.,,2024-09-19 21:34:15,https://www.fishbowlapp.com/post/hello-everyone-i-wanted-to-share-that-i-recently-took-a-six-month-leave-to-arrange-appropriate-therapy-and-support-for-my,1.0,34.0,55.0
,Autism,Other,Illinois Elementary School 1,7 months,When is your internship over? If it’s within a few months I would start now or after spring break.,3,2024-09-19 21:34:28,https://www.fishbowlapp.com/post/i-have-decided-to-change-my-major-from-aba-to-early-childhood-education-with-specautism-certificates-right-now-i-am-a-mentor,1.0,35.0,56.0
,Autism,Other,Alabama Preschool 1,7 months,My intern will be next year since I am transferring.,,2024-09-19 21:34:28,https://www.fishbowlapp.com/post/i-have-decided-to-change-my-major-from-aba-to-early-childhood-education-with-specautism-certificates-right-now-i-am-a-mentor,2.0,35.0,57.0
,Autism,Other,Alabama Preschool 1,7 months,My intern will be next year since I am transferring.,,2024-09-19 21:34:28,https://www.fishbowlapp.com/post/i-have-decided-to-change-my-major-from-aba-to-early-childhood-education-with-specautism-certificates-right-now-i-am-a-mentor,1.0,35.0,58.0
,Autism,Other,California High School 1,7 months,They will take you as an intern on a probationary certification and pay you because they are desperate to get someone in who is working towards it -,3,2024-09-19 21:34:28,https://www.fishbowlapp.com/post/i-have-decided-to-change-my-major-from-aba-to-early-childhood-education-with-specautism-certificates-right-now-i-am-a-mentor,1.0,35.0,59.0
,Autism,Other,null High School 1,7 months,"good to learn of your new passion for supporting others, and your decision to pursue Early Childhood Education with SPEC/Autism certifications is commendable. Regarding your inquiry about the optimal timing for applying to public schools, several factors warrant consideration.
1. Credentials and Accreditation Requirements: Before submitting applications, it's crucial to understand the specific credentials or accreditations required by public schools in your area. Conduct thorough research to ensure you meet these prerequisites. If additional measures are necessary, address them proactively.

2. Internship Timing and Hiring Cycles: Consider the timing of your internship in relation to the school hiring cycles. If your internship concludes before the hiring period begins, consider applying early. This approach increases your chances of securing a position and ensures a smooth transition post-internship.

3. Extended Internship Period: Conversely, if your internship extends into the hiring season, exercise patience. Focus on successfully completing your internship, gaining valuable experience, and obtaining strong references. Waiting until the internship concludes may be prudent.the decision is personal and depends on your career aspirations at the end of the day. good luck",1,2024-09-19 21:34:28,https://www.fishbowlapp.com/post/i-have-decided-to-change-my-major-from-aba-to-early-childhood-education-with-specautism-certificates-right-now-i-am-a-mentor,1.0,35.0,60.0
,Autism,Author,,6 months,Thank you! I did research and found out that in order for me to switch my profession that in my state I have to take the praxis exam to obtain a masters in any education masters program. I currently have a bachelor’s degree in psychology with some behavioral classes. I am thinking heaven on taking the praxis exam on Special Education. I found a study guide and I will have the summer off to study and take the exam.,,2024-09-19 21:34:28,https://www.fishbowlapp.com/post/i-have-decided-to-change-my-major-from-aba-to-early-childhood-education-with-specautism-certificates-right-now-i-am-a-mentor,2.0,35.0,61.0
